2023-12-01 18:00:54.101233|0.20750000000000002,0.0|0.0,0.0|0.0,0.0|0.00125,0.00125
2023-12-01 18:02:54.132364|0.0,0.23625000000000002|0.0,0.0|0.0,0.0|0.00125,0.00125
2023-12-01 18:04:54.139224|0.71125,0.0|0.0,0.0|0.0,0.0|0.0,0.0
2023-12-01 18:06:54.239858|0.8425,0.0|0.0,0.0|0.0,0.0|0.0,0.00125
2023-12-01 18:08:54.340630|0.845,0.0|0.0,0.0|0.0,0.0|0.0,0.0
2023-12-01 18:10:54.388333|0.225,0.0|0.0,0.0|0.0,0.0|0.0,0.0
2023-12-01 18:12:54.489477|0.0,0.14875|0.0,0.0|0.0,0.0|0.00125,0.0
2023-12-01 18:14:54.496637|0.0,0.4425|0.0,0.00125|0.0,0.0|0.0,0.0
2023-12-01 18:16:54.597565|0.28750000000000003,0.0|0.0,0.0|0.0,0.0|0.0,0.0
2023-12-01 18:18:54.644357|0.0,0.0|0.0,0.0|0.0,0.00125|0.0,0.00125
2023-12-01 18:20:54.711699|2.88875,0.00125|0.0,0.0|0.0,0.0|0.0,0.0
2023-12-01 18:22:54.800483|0.0,0.44125000000000003|0.0,0.0|0.0,0.0|0.0,0.0
2023-12-01 18:25:00.581002|0.9625,0.0|0.0,0.0|0.0,0.0|0.00125,0.00125
2023-12-01 18:27:00.681844|0.96125,0.0|0.0,0.00125|0.00125,0.0|0.0,0.0
2023-12-01 18:29:00.782482|1.72125,0.0|0.0,0.0|0.0,0.0|0.0,0.0
2023-12-01 18:31:00.843305|0.0,0.4325|0.0,0.0|0.0,0.0|0.0,0.0
2023-12-01 18:33:00.943927|0.0,0.25375000000000003|0.0,0.0|0.0,0.00125|0.00125,0.0
2023-12-01 18:35:00.945264|0.0,0.05|0.0,0.0|0.0,0.0|0.00125,-0.00125
2023-12-01 18:37:01.046018|0.6575,0.00125|0.0,0.0|0.0,0.0|0.0,0.00125
2023-12-01 18:39:01.146784|0.0,0.00125|0.0,0.0|0.0,0.0|0.0,0.00125
2023-12-01 18:41:01.208427|0.0,0.0|0.0,0.0|0.0,0.0|0.0,0.0
2023-12-01 18:43:01.300465|0.0,0.09125|0.0,0.0|0.0,0.0|0.0,0.0
2023-12-01 18:45:01.302472|6.63875,0.0|0.0,0.0|0.0,0.0|0.0,0.0
2023-12-01 18:47:01.403206|6.6275,0.0|0.0,0.0|0.0,0.00125|0.00125,0.0
2023-12-01 18:49:01.503900|1.0425,0.0|0.0,0.0|0.0,0.0|0.00125,0.0
2023-12-01 18:51:01.516461|0.0,0.00125|0.0,0.0|0.0,0.0|0.0,0.0
